id,timestamp,note,primaryFreq,spectralCentroid,rmsAcceleration,qFactor,dampingRatio,decayTime,freqRatio,noMotor,mag_20Hz,mag_40Hz,mag_60Hz,mag_80Hz,mag_100Hz,mag_120Hz,mag_140Hz,mag_160Hz,mag_180Hz,mag_200Hz,mag_220Hz,mag_240Hz,mag_260Hz,mag_280Hz,mag_300Hz,mag_320Hz,mag_340Hz,mag_360Hz,mag_380Hz,mag_400Hz,mag_420Hz,mag_440Hz,mag_460Hz,mag_480Hz,mag_500Hz,mag_520Hz,mag_540Hz,mag_560Hz,mag_580Hz,mag_600Hz,mag_620Hz,mag_640Hz,mag_660Hz,mag_680Hz,mag_700Hz,mag_720Hz,mag_740Hz,mag_760Hz,mag_780Hz,mag_800Hz,mag_820Hz,mag_840Hz,mag_860Hz,mag_880Hz,mag_900Hz,mag_920Hz,mag_940Hz,mag_960Hz,mag_980Hz,mag_1000Hz,mag_1020Hz,mag_1040Hz,mag_1060Hz,mag_1080Hz,mag_1100Hz,mag_1120Hz,mag_1140Hz,mag_1160Hz,mag_1180Hz,mag_1200Hz,mag_1220Hz,mag_1240Hz,mag_1260Hz,mag_1280Hz,mag_1300Hz,mag_1320Hz,mag_1340Hz,mag_1360Hz,mag_1380Hz,mag_1400Hz,mag_1420Hz,mag_1440Hz,mag_1460Hz,mag_1480Hz,mag_1500Hz,mag_1520Hz,mag_1540Hz,mag_1560Hz,mag_1580Hz,mag_1600Hz,mag_1620Hz,mag_1640Hz,mag_1660Hz,mag_1680Hz,mag_1700Hz,mag_1720Hz,mag_1740Hz,mag_1760Hz,mag_1780Hz,mag_1800Hz,mag_1820Hz,mag_1840Hz,mag_1860Hz,mag_1880Hz,mag_1900Hz,mag_1920Hz,mag_1940Hz,mag_1960Hz,mag_1980Hz,mag_2000Hz,mag_2020Hz,mag_2040Hz,mag_2060Hz,mag_2080Hz,mag_2100Hz,mag_2120Hz,mag_2140Hz,mag_2160Hz,mag_2180Hz,mag_2200Hz,mag_2220Hz,mag_2240Hz,mag_2260Hz,mag_2280Hz,mag_2300Hz,mag_2320Hz,mag_2340Hz,mag_2360Hz,mag_2380Hz,mag_2400Hz,mag_2420Hz,mag_2440Hz,mag_2460Hz,mag_2480Hz,mag_2500Hz,mag_2520Hz,mag_2540Hz,mag_2560Hz,mag_2580Hz,mag_2600Hz,mag_2620Hz,mag_2640Hz,mag_2660Hz,mag_2680Hz,mag_2700Hz,mag_2720Hz,mag_2740Hz,mag_2760Hz,mag_2780Hz,mag_2800Hz,mag_2820Hz,mag_2840Hz,mag_2860Hz,mag_2880Hz,mag_2900Hz,mag_2920Hz,mag_2940Hz,mag_2960Hz,mag_2980Hz,mag_3000Hz,mag_3020Hz,mag_3040Hz,mag_3060Hz,mag_3080Hz,mag_3100Hz,mag_3120Hz,mag_3140Hz,mag_3160Hz,mag_3180Hz,mag_3200Hz
m20260420181648,2026-04-20T18:16:48.850517,"0.25"" (3)",360.0,416.9,0.5095,9.3,0.0536,8.2,1.5,,0.07818,0.077658,0.017439,0.025839,0.009288,0.055169,0.094998,0.040814,0.007784,0.010073,0.008184,0.007533,0.008589,0.011932,0.009623,0.036208,0.095456,0.192092,0.156835,0.040814,0.013776,0.013291,0.009415,0.008218,0.008575,0.05055,0.137089,0.124811,0.038805,0.010031,0.005204,0.004887,0.00519,0.006769,0.006542,0.008828,0.010349,0.006771,0.009544,0.00648,0.005619,0.006446,0.012131,0.010117,0.004566,0.004422,0.004731,0.003652,0.007938,0.024921,0.022203,0.007173,0.014548,0.008844,0.003213,0.003803,0.00358,0.005417,0.00556,0.011374,0.017965,0.014574,0.005895,0.01347,0.016755,0.019696,0.024644,0.030284,0.02714,0.007304,0.006396,0.005974,0.005277,0.005335,0.005714,0.005002,0.004552,0.005288,0.004833,0.006832,0.007468,0.007256,0.009927,0.012552,0.012769,0.010525,0.01076,0.008253,0.007818,0.005264,0.003307,0.002296,0.002184,0.004,0.004007,0.004789,0.004427,0.001925,0.001035,0.001554,0.001649,0.002,0.001466,0.004802,0.009397,0.010871,0.00903,0.005474,0.004194,0.003723,0.002221,0.001937,0.001722,0.002305,0.001765,0.001406,0.001272,0.001248,0.00103,0.001205,0.001143,0.001418,0.001376,0.001006,0.001079,0.001144,0.00097,0.000801,0.000937,0.000742,0.000851,0.000747,0.00063,0.000844,0.001063,0.000849,0.000806,0.000734,0.000704,0.000657,0.000841,0.000882,0.000953,0.000567,0.000537,0.000649,0.000641,0.000617,0.00049,0.000333,0.000304,0.000197,0.000204,0.00023,0.000137,0.000139,9.4e-05,7e-05,5.4e-05,4.3e-05
m20260420182019,2026-04-20T18:20:19.900084,"1.00"" (1)",440.0,475.3,0.415,10.7,0.0468,7.7,0.32,,0.059141,0.039124,0.013837,0.00564,0.009934,0.056745,0.073448,0.025284,0.006336,0.005513,0.007327,0.005558,0.006972,0.007727,0.009498,0.007897,0.018283,0.021142,0.016681,0.018456,0.061765,0.075859,0.045811,0.014052,0.008304,0.004285,0.0077,0.00923,0.010382,0.005458,0.00969,0.017407,0.013061,0.007805,0.005887,0.004922,0.005248,0.005003,0.004419,0.005379,0.004081,0.003044,0.005563,0.00636,0.005915,0.005042,0.006599,0.006874,0.009686,0.008163,0.007944,0.006017,0.004043,0.005787,0.005582,0.006112,0.005466,0.006611,0.004316,0.00763,0.006485,0.005159,0.004732,0.006436,0.005097,0.006605,0.008725,0.009998,0.011259,0.009654,0.022131,0.045651,0.040931,0.014935,0.00393,0.003102,0.004356,0.006569,0.006808,0.005129,0.003973,0.003193,0.002301,0.00271,0.002555,0.002806,0.00259,0.002821,0.002544,0.001901,0.00278,0.004331,0.003855,0.002738,0.003191,0.003333,0.003007,0.002946,0.002646,0.002782,0.003674,0.003643,0.003534,0.003061,0.002863,0.004514,0.00369,0.002871,0.002573,0.001871,0.001578,0.001481,0.002632,0.003011,0.002207,0.002019,0.002295,0.001891,0.002006,0.002419,0.002205,0.002178,0.002097,0.001338,0.001032,0.001004,0.000963,0.000966,0.000763,0.000901,0.000899,0.00076,0.000746,0.000767,0.00102,0.000895,0.000835,0.000727,0.000673,0.000592,0.00051,0.000506,0.000546,0.000502,0.000538,0.000472,0.000635,0.000506,0.000574,0.000558,0.000616,0.00043,0.000236,0.000122,0.000125,0.000112,9.7e-05,6.7e-05,3.1e-05,2.4e-05
m20260420182255,2026-04-20T18:22:55.457080,"1.00"" (2)",440.0,525.5,0.3885,11.3,0.0443,8.2,0.32,,0.058782,0.037011,0.012239,0.004842,0.009145,0.051155,0.06391,0.022655,0.005648,0.005916,0.005507,0.006513,0.007371,0.007722,0.01038,0.009019,0.017854,0.025252,0.018756,0.014975,0.053989,0.075057,0.049234,0.017083,0.006726,0.006887,0.007898,0.011035,0.01227,0.006277,0.011583,0.016443,0.015407,0.008876,0.004568,0.004179,0.004724,0.003909,0.004584,0.00519,0.00531,0.003456,0.006137,0.007046,0.00517,0.004478,0.005691,0.006047,0.005194,0.009573,0.008453,0.005667,0.006641,0.003808,0.005107,0.005543,0.004313,0.005108,0.004507,0.00857,0.006938,0.005056,0.003741,0.004267,0.003705,0.005396,0.006617,0.007836,0.008276,0.006084,0.023498,0.052106,0.050031,0.018321,0.003953,0.004172,0.002694,0.004257,0.007353,0.005365,0.003246,0.003107,0.001667,0.001984,0.002055,0.001562,0.002752,0.002589,0.002754,0.002379,0.00152,0.003005,0.003604,0.002132,0.002802,0.002428,0.00297,0.002774,0.002345,0.002507,0.003269,0.00323,0.003151,0.002596,0.001979,0.00297,0.002452,0.002138,0.002151,0.001913,0.001518,0.001574,0.002146,0.002686,0.002171,0.00269,0.002063,0.001859,0.0022,0.00259,0.002396,0.001454,0.00148,0.0012,0.000793,0.001181,0.000864,0.000942,0.000903,0.000695,0.000911,0.000716,0.000877,0.001045,0.000968,0.000879,0.000616,0.000533,0.000573,0.000599,0.000551,0.00066,0.000382,0.000633,0.000616,0.000539,0.000339,0.000591,0.000548,0.000566,0.000545,0.000349,0.000306,0.000151,0.000139,0.000109,8.1e-05,5.7e-05,5e-05,4.3e-05
m20260420182427,2026-04-20T18:24:27.338190,"1.00"" (3)",20.0,620.6,0.3989,1.4,0.367,21.7,72.0,,0.072095,0.041583,0.016517,0.006255,0.009861,0.048537,0.062613,0.024525,0.006559,0.007132,0.007389,0.006277,0.008061,0.006445,0.012613,0.01167,0.017082,0.023393,0.015445,0.020551,0.053757,0.077973,0.050778,0.021155,0.009062,0.008176,0.010353,0.013264,0.015587,0.007449,0.011666,0.014049,0.019752,0.010806,0.00718,0.007279,0.006921,0.006838,0.005285,0.006103,0.005568,0.004672,0.006063,0.008334,0.007083,0.006882,0.006043,0.006835,0.006497,0.009463,0.008206,0.006876,0.007258,0.007151,0.005018,0.005338,0.006336,0.006788,0.005726,0.00929,0.009052,0.00681,0.005408,0.006675,0.006674,0.008498,0.011218,0.009645,0.010593,0.012748,0.027984,0.068468,0.062337,0.026289,0.005845,0.005834,0.003775,0.003116,0.006821,0.00591,0.004559,0.003688,0.002746,0.003303,0.002982,0.003461,0.00277,0.00334,0.0029,0.002505,0.00403,0.004983,0.00321,0.003254,0.002779,0.003151,0.003416,0.003531,0.002965,0.002827,0.003459,0.003895,0.003223,0.00269,0.00254,0.003247,0.002775,0.002564,0.002143,0.002016,0.002093,0.002451,0.003531,0.003608,0.003134,0.003057,0.002904,0.002854,0.002906,0.002509,0.002671,0.002037,0.002477,0.002055,0.001813,0.001599,0.001464,0.001244,0.001186,0.001333,0.001213,0.001105,0.001116,0.001079,0.001527,0.001266,0.00097,0.000907,0.000969,0.000919,0.000859,0.000877,0.000796,0.000823,0.000675,0.000671,0.000598,0.000672,0.000727,0.000717,0.000684,0.000512,0.000362,0.000234,0.000216,0.000158,0.000143,8.9e-05,7.3e-05,5.2e-05
m20260420182750,2026-04-20T18:27:50.105661,"1.00"" (4 -- screw driver impulse)",380.0,589.6,0.1027,8.0,0.0623,6.7,0.37,,0.008973,0.00489,0.007489,0.008129,0.008381,0.010278,0.011887,0.008512,0.005874,0.004292,0.005851,0.005634,0.004513,0.006193,0.004348,0.006904,0.005549,0.01186,0.02024,0.019938,0.009903,0.017073,0.016237,0.010123,0.005909,0.004972,0.002401,0.004261,0.004698,0.004671,0.004279,0.006692,0.00494,0.006759,0.005508,0.004698,0.002609,0.003273,0.003681,0.003887,0.006169,0.004299,0.006767,0.007339,0.005752,0.004551,0.004271,0.005058,0.005607,0.002993,0.002733,0.004147,0.004349,0.004092,0.004435,0.002498,0.002772,0.003435,0.004031,0.005186,0.003126,0.002038,0.003114,0.003057,0.004088,0.003732,0.003817,0.001282,0.003646,0.002449,0.004242,0.004263,0.008538,0.00664,0.002832,0.003085,0.003103,0.003214,0.003498,0.003547,0.003392,0.002632,0.001393,0.001767,0.002131,0.002353,0.001341,0.003196,0.002783,0.002572,0.00273,0.002675,0.003192,0.002037,0.001573,0.002326,0.001979,0.001016,0.001595,0.00245,0.002029,0.001129,0.001759,0.0019,0.000899,0.001903,0.002027,0.000998,0.000974,0.000951,0.000574,0.001304,0.00112,0.000993,0.000889,0.001304,0.000906,0.000988,0.000984,0.001078,0.001144,0.000667,0.000508,0.000864,0.000882,0.001271,0.001164,0.00049,0.000579,0.000726,0.000721,0.000506,0.000471,0.000665,0.000566,0.00053,0.000632,0.000602,0.000795,0.000541,0.000422,0.000512,0.000551,0.000551,0.000379,0.000361,0.000211,0.000347,0.000348,0.000328,0.000379,0.000327,0.000387,0.000284,0.000179,0.000245,0.000193,0.000169,0.000196,0.000184
m20260420183009,2026-04-20T18:30:09.308553,"1.00"" (5 -- knuckle impulse)",20.0,256.6,0.2378,1.2,0.4019,19.8,22.0,,0.063704,0.039393,0.010313,0.007049,0.010021,0.04942,0.058987,0.017178,0.006701,0.006412,0.005366,0.007141,0.007079,0.007325,0.006233,0.008287,0.024399,0.031506,0.026202,0.011402,0.033466,0.041114,0.029611,0.015661,0.005704,0.005769,0.005483,0.00528,0.006668,0.009057,0.008177,0.005581,0.005165,0.006472,0.005692,0.005174,0.003389,0.003187,0.003495,0.004173,0.004458,0.003949,0.004693,0.005272,0.003988,0.004184,0.00414,0.004151,0.004425,0.004336,0.003558,0.004277,0.003552,0.003322,0.003891,0.003905,0.003085,0.003283,0.003286,0.003358,0.003198,0.002657,0.003094,0.003745,0.003449,0.003442,0.002307,0.002851,0.002391,0.005031,0.008408,0.009902,0.008204,0.004504,0.002049,0.00224,0.00235,0.001956,0.001956,0.001517,0.002023,0.001685,0.001796,0.001679,0.0014,0.001608,0.001598,0.001344,0.001281,0.001978,0.00169,0.001158,0.001215,0.0014,0.001552,0.001437,0.001512,0.00117,0.001223,0.001453,0.001635,0.001446,0.001287,0.001214,0.001201,0.001045,0.000991,0.00116,0.001017,0.001175,0.001246,0.000986,0.001074,0.000912,0.000954,0.001019,0.001025,0.000915,0.000831,0.000924,0.000932,0.000695,0.000753,0.000803,0.000799,0.000933,0.00085,0.000657,0.00042,0.000415,0.000612,0.0006,0.000438,0.000469,0.000605,0.000535,0.000427,0.00051,0.000356,0.000351,0.00044,0.000393,0.000319,0.000279,0.000327,0.000231,0.000202,0.000209,0.000275,0.000273,0.000202,0.00017,0.000137,0.000114,0.0001,0.000109,8e-05,6.2e-05,4.4e-05,3.3e-05
m20260420205045,2026-04-20T20:50:45.053333,,960.0,1346.5,0.6947,9.1,0.0552,3.0,0.4,,0.090442,0.029705,0.051467,0.066539,0.059407,0.041091,0.02854,0.019822,0.018132,0.03761,0.049153,0.045145,0.043067,0.041199,0.057274,0.090444,0.109497,0.116696,0.134907,0.134278,0.109006,0.087511,0.065269,0.032782,0.055281,0.069236,0.064357,0.040636,0.036658,0.055051,0.060282,0.062693,0.060969,0.049283,0.041289,0.039188,0.040998,0.038068,0.02948,0.023604,0.030783,0.05244,0.07478,0.09551,0.108722,0.122978,0.140433,0.148368,0.136921,0.10852,0.072038,0.068568,0.102413,0.12144,0.110063,0.084193,0.049758,0.057064,0.076641,0.088945,0.084895,0.080768,0.078303,0.075941,0.073507,0.070576,0.073764,0.071642,0.053731,0.030844,0.033011,0.048879,0.064514,0.070241,0.066041,0.057336,0.047453,0.044898,0.043334,0.037498,0.027708,0.021017,0.027166,0.034514,0.040428,0.045671,0.04888,0.047111,0.045215,0.039569,0.027705,0.014097,0.019413,0.026945,0.023135,0.023743,0.036605,0.046384,0.047637,0.040964,0.028224,0.025471,0.023658,0.019243,0.029217,0.044201,0.060628,0.073577,0.078218,0.074858,0.064709,0.056086,0.056493,0.062646,0.068348,0.067682,0.056595,0.036218,0.013275,0.02975,0.047595,0.059693,0.068442,0.074194,0.073674,0.063023,0.046395,0.04155,0.050599,0.051969,0.039562,0.021967,0.014244,0.015857,0.027732,0.04687,0.059325,0.057037,0.041316,0.026052,0.030593,0.041248,0.044866,0.039102,0.027416,0.02343,0.030861,0.03759,0.042632,0.049082,0.053133,0.050351,0.04148,0.034245,0.037801,0.046869,0.050871,0.044901,0.030031,0.018258
m20260420205415,2026-04-20T20:54:15.557203,"0.50"" [1 -- no tape, first time with motor running]",20.0,1036.3,0.5705,1.8,0.2821,28.2,72.0,,0.13336,0.042496,0.045085,0.037209,0.020532,0.01702,0.081793,0.08009,0.02122,0.021457,0.013768,0.014191,0.019254,0.017591,0.01941,0.037264,0.040182,0.059871,0.05824,0.048591,0.050391,0.056596,0.04938,0.031014,0.022989,0.024195,0.035238,0.042109,0.03147,0.039324,0.043024,0.036603,0.037004,0.038151,0.038522,0.035584,0.028292,0.017794,0.01849,0.026123,0.026734,0.030202,0.029995,0.025199,0.02659,0.032083,0.031732,0.026812,0.021774,0.020265,0.020744,0.021897,0.015157,0.023897,0.029069,0.028425,0.048497,0.051283,0.049449,0.066882,0.087984,0.0926,0.087213,0.080308,0.075865,0.073422,0.072051,0.07903,0.083915,0.079511,0.081042,0.087164,0.082645,0.065247,0.04499,0.0363,0.03224,0.032215,0.035031,0.032457,0.022375,0.024156,0.034183,0.026582,0.016423,0.01529,0.016815,0.013903,0.012709,0.010578,0.006271,0.006783,0.012852,0.017129,0.022658,0.026059,0.026019,0.025041,0.030387,0.040032,0.040497,0.035609,0.03698,0.035987,0.030223,0.026561,0.025567,0.02115,0.016724,0.014533,0.014892,0.015036,0.014099,0.013155,0.013328,0.013428,0.012997,0.011676,0.011883,0.012383,0.01163,0.010686,0.008468,0.006912,0.007123,0.007885,0.009015,0.009298,0.009037,0.00896,0.009334,0.008951,0.009853,0.01112,0.011396,0.010419,0.009386,0.00749,0.006032,0.004864,0.004782,0.004151,0.005487,0.007199,0.007414,0.006086,0.005074,0.004895,0.004303,0.002725,0.001868,0.001932,0.001728,0.001198,0.000965,0.000915,0.000713,0.000451,0.000218,0.000173
m20260420210005,2026-04-20T21:00:05.636968,"0.50"" [2 -- no tape, motor running]",1400.0,1041.0,0.533,21.0,0.0238,4.8,0.24,,0.089627,0.04404,0.026664,0.036243,0.02938,0.055972,0.082185,0.054589,0.01861,0.01866,0.034842,0.037021,0.024735,0.020974,0.030095,0.057571,0.083865,0.078212,0.040303,0.052547,0.046748,0.036662,0.040439,0.034235,0.027352,0.039192,0.050126,0.046753,0.04081,0.039121,0.037407,0.031519,0.035391,0.047214,0.047828,0.032781,0.021058,0.020385,0.031402,0.03045,0.027603,0.027747,0.026864,0.031095,0.035212,0.032002,0.027586,0.021101,0.017044,0.017187,0.015341,0.01639,0.021812,0.030849,0.038522,0.043343,0.043979,0.038917,0.058144,0.085848,0.092913,0.081693,0.070094,0.066544,0.070825,0.066688,0.058856,0.066765,0.092244,0.11364,0.110006,0.075786,0.055021,0.051594,0.040713,0.031117,0.033058,0.028969,0.026299,0.027112,0.027472,0.023378,0.018478,0.015513,0.005048,0.009752,0.015343,0.012632,0.010029,0.010154,0.011233,0.013024,0.014092,0.01722,0.018625,0.022565,0.025128,0.033188,0.037188,0.037333,0.04503,0.048801,0.041693,0.037395,0.037505,0.03374,0.024413,0.018375,0.016818,0.01721,0.016953,0.015503,0.014182,0.013206,0.012226,0.011811,0.010778,0.009482,0.010741,0.011091,0.009785,0.009009,0.009288,0.009225,0.00851,0.00836,0.008637,0.009119,0.009335,0.008583,0.007523,0.007131,0.006447,0.005735,0.006455,0.006452,0.005885,0.005386,0.005132,0.004894,0.005634,0.006756,0.006943,0.005994,0.005181,0.004992,0.004012,0.003027,0.002744,0.002398,0.002413,0.002119,0.001837,0.001511,0.001058,0.000661,0.000549,0.000392,0.000298,0.000156
m20260420210448,2026-04-20T21:04:48.227282,"0.50"" [3 -- no tape, motor running]",20.0,854.6,0.5566,1.7,0.2966,26.8,18.0,,0.12623,0.046266,0.019601,0.025443,0.017783,0.044244,0.117263,0.089092,0.025346,0.024104,0.027211,0.017575,0.009312,0.014706,0.022481,0.060448,0.091685,0.094727,0.068357,0.040184,0.046231,0.05243,0.046518,0.025734,0.024354,0.03139,0.041093,0.041583,0.038158,0.028844,0.024262,0.022906,0.02713,0.03405,0.028023,0.021789,0.017665,0.027033,0.028058,0.028557,0.02714,0.025688,0.030315,0.029288,0.032068,0.030009,0.026308,0.020295,0.019655,0.021279,0.026546,0.031563,0.036836,0.029512,0.024422,0.026683,0.03652,0.052786,0.061848,0.060275,0.064799,0.077309,0.081788,0.076971,0.06352,0.051994,0.044439,0.047256,0.053694,0.055067,0.057364,0.05524,0.051206,0.042952,0.028739,0.022611,0.023537,0.019814,0.016419,0.016981,0.013059,0.013994,0.0166,0.017881,0.013889,0.009545,0.010093,0.010653,0.007441,0.008314,0.010138,0.011522,0.011601,0.013938,0.020578,0.021259,0.018247,0.018852,0.021395,0.025439,0.026866,0.025283,0.023198,0.022676,0.02246,0.020708,0.018398,0.016878,0.014219,0.014267,0.012358,0.011999,0.012264,0.01293,0.012278,0.010958,0.008825,0.008731,0.010445,0.011518,0.010369,0.009472,0.00973,0.010381,0.009202,0.009285,0.009212,0.009757,0.010391,0.010665,0.010839,0.010347,0.010066,0.009841,0.009037,0.008233,0.007806,0.006895,0.005753,0.00479,0.005212,0.006051,0.006494,0.005896,0.005504,0.00582,0.004747,0.003652,0.002945,0.00217,0.001762,0.001933,0.001883,0.00166,0.001269,0.000808,0.000498,0.000306,0.000187,0.000104
m20260420212135,2026-04-20T21:21:35.118089,"0.50"" [4 -- no tape, motor running, time series added]",360.0,970.7,0.5076,8.1,0.0616,7.2,0.39,,0.054314,0.03755,0.027156,0.028472,0.025541,0.053332,0.082845,0.067104,0.026959,0.018125,0.010454,0.025691,0.057611,0.058497,0.026945,0.036086,0.074677,0.085758,0.043184,0.020574,0.019911,0.048847,0.03802,0.039087,0.031841,0.039414,0.06408,0.045542,0.029477,0.030724,0.043307,0.041345,0.053212,0.066643,0.081199,0.06475,0.030611,0.0283,0.030593,0.0237,0.017803,0.020295,0.028962,0.032021,0.030507,0.028487,0.031053,0.030964,0.021065,0.015847,0.011241,0.014899,0.021925,0.023985,0.024963,0.027408,0.019142,0.03489,0.057538,0.07129,0.063602,0.05236,0.052229,0.050175,0.049702,0.054018,0.055779,0.059414,0.063448,0.065652,0.067529,0.065996,0.068389,0.071293,0.071248,0.062808,0.044585,0.025042,0.02443,0.024519,0.020091,0.015692,0.016394,0.023046,0.020288,0.013058,0.010185,0.00982,0.008101,0.00806,0.010234,0.013739,0.016568,0.02013,0.021063,0.018808,0.027994,0.039523,0.037235,0.01967,0.019807,0.021679,0.021249,0.022962,0.023342,0.018212,0.012464,0.012727,0.013584,0.015135,0.014345,0.017977,0.017694,0.011607,0.011576,0.011421,0.01193,0.012985,0.01385,0.012309,0.011288,0.010788,0.0102,0.009602,0.010556,0.010338,0.007805,0.007243,0.009432,0.009035,0.007448,0.006801,0.006688,0.007264,0.008668,0.009672,0.009735,0.009145,0.008817,0.009332,0.008602,0.007137,0.005956,0.004709,0.003608,0.00374,0.004831,0.004393,0.003854,0.00369,0.003538,0.003774,0.00317,0.001726,0.00119,0.000764,0.000386,0.000273,0.000242,0.000162
m20260420214003,2026-04-20T21:40:03.658579,"0.50"" [5 -- no tape, motor running, time series added]",20.0,742.9,0.5689,1.6,0.3174,25.1,8.0,,0.100851,0.045236,0.028845,0.021349,0.028908,0.020464,0.070647,0.081508,0.01545,0.007442,0.011376,0.021869,0.020122,0.026832,0.02751,0.027175,0.031697,0.065068,0.083616,0.044385,0.01864,0.034688,0.042735,0.020937,0.018798,0.024413,0.02676,0.023402,0.022802,0.020819,0.023792,0.019958,0.026291,0.029807,0.032781,0.046512,0.053957,0.04088,0.030364,0.015171,0.010337,0.014934,0.017386,0.020011,0.025872,0.028106,0.030931,0.022194,0.021075,0.021938,0.015971,0.016977,0.012561,0.00919,0.008282,0.021043,0.035062,0.033701,0.033098,0.040738,0.045553,0.050952,0.041352,0.034146,0.033032,0.032377,0.034052,0.040207,0.046719,0.046525,0.035981,0.034888,0.049138,0.050805,0.031756,0.019355,0.012151,0.01491,0.011706,0.007531,0.007214,0.007671,0.007578,0.006777,0.0074,0.005883,0.004385,0.004166,0.004029,0.006823,0.007238,0.00881,0.007598,0.006513,0.008559,0.011439,0.011788,0.01174,0.011746,0.009717,0.010126,0.009746,0.010491,0.008675,0.006546,0.006201,0.007463,0.007236,0.005843,0.005162,0.004207,0.004117,0.00471,0.005309,0.005439,0.005743,0.00642,0.006121,0.004787,0.004337,0.005606,0.005063,0.004379,0.003134,0.003593,0.002797,0.002096,0.002658,0.003112,0.00354,0.004942,0.003604,0.003116,0.003283,0.004582,0.004195,0.003104,0.002461,0.002932,0.002601,0.00223,0.002318,0.002632,0.003305,0.003549,0.003625,0.002561,0.001351,0.001391,0.0011,0.001297,0.001385,0.00105,0.000994,0.000802,0.000956,0.000931,0.000842,0.000782,0.000844
m20260420214156,2026-04-20T21:41:56.092408,"0.50"" [6 -- no tape, motor running, time series added]",360.0,605.8,0.6052,6.3,0.0797,5.5,0.44,,0.055254,0.03951,0.018826,0.013535,0.00656,0.016796,0.053114,0.082583,0.030975,0.026488,0.032706,0.049648,0.042184,0.022153,0.016767,0.028065,0.059879,0.08892,0.077919,0.054255,0.036626,0.028577,0.035142,0.026746,0.022705,0.03271,0.043717,0.042255,0.028871,0.020768,0.017721,0.018218,0.015037,0.010276,0.01357,0.03184,0.033314,0.029683,0.019735,0.016459,0.015981,0.016798,0.014761,0.014059,0.012172,0.011155,0.012887,0.009562,0.007617,0.007653,0.008809,0.011322,0.013087,0.014094,0.013646,0.006825,0.01299,0.021389,0.020629,0.024426,0.031707,0.033682,0.032456,0.024642,0.022193,0.015998,0.018032,0.027997,0.037944,0.025036,0.023869,0.030468,0.025908,0.028621,0.022884,0.008655,0.008248,0.01374,0.008263,0.005621,0.008713,0.010742,0.008194,0.009697,0.00411,0.009419,0.008994,0.004692,0.003803,0.003065,0.004764,0.003563,0.00404,0.00572,0.004598,0.007234,0.010287,0.008352,0.010544,0.018625,0.015084,0.012767,0.01586,0.012958,0.008852,0.009207,0.008913,0.007087,0.006524,0.006431,0.005888,0.005146,0.005007,0.004199,0.004766,0.005112,0.00578,0.005338,0.004277,0.004238,0.005652,0.006437,0.006229,0.005825,0.006186,0.005709,0.00546,0.005325,0.004311,0.003729,0.003254,0.003225,0.002636,0.002238,0.001894,0.002484,0.003109,0.002603,0.002161,0.002197,0.00226,0.002553,0.002072,0.001578,0.001328,0.001121,0.000898,0.000918,0.001157,0.00088,0.000646,0.00047,0.00025,0.000327,0.000299,0.000248,0.000173,0.000106,7.1e-05,6.4e-05
m20260420214820,2026-04-20T21:48:20.525614,"0.50"" [7 -- no tape, motor running, 10 peaks]",160.0,627.4,0.5912,4.6,0.1089,9.1,2.25,,0.054254,0.019374,0.011756,0.020698,0.012488,0.015724,0.058333,0.077866,0.035453,0.019087,0.032302,0.034317,0.021344,0.018278,0.018523,0.023039,0.053673,0.07501,0.055492,0.030302,0.02509,0.042215,0.038986,0.020347,0.033686,0.045454,0.045313,0.030815,0.024395,0.026269,0.037188,0.039673,0.024943,0.015069,0.020015,0.034647,0.041102,0.040884,0.023979,0.018373,0.015559,0.016468,0.014222,0.015027,0.013266,0.012982,0.017836,0.011168,0.010038,0.009111,0.006781,0.011599,0.012559,0.015334,0.011337,0.01172,0.01838,0.022139,0.020575,0.021896,0.023019,0.021122,0.017276,0.019463,0.019895,0.019036,0.016358,0.024664,0.029314,0.026453,0.023946,0.023399,0.030296,0.034007,0.028526,0.019059,0.011553,0.013024,0.010056,0.009654,0.009326,0.008993,0.012298,0.010386,0.008049,0.007582,0.004839,0.004168,0.004721,0.006101,0.005927,0.004435,0.004953,0.005983,0.005355,0.007322,0.007734,0.010315,0.011536,0.011784,0.011327,0.00994,0.009421,0.007666,0.00805,0.008058,0.006115,0.005404,0.005026,0.005141,0.005803,0.004989,0.004056,0.003681,0.003758,0.004724,0.004346,0.005063,0.006193,0.00541,0.004992,0.004766,0.004744,0.005026,0.005216,0.004969,0.004907,0.005126,0.00445,0.003205,0.003051,0.002875,0.002554,0.002545,0.003029,0.002772,0.002463,0.002872,0.00272,0.00273,0.002894,0.002779,0.002794,0.002231,0.002385,0.001653,0.001271,0.001274,0.001029,0.001026,0.000897,0.000636,0.000622,0.00061,0.00046,0.000407,0.000332,0.000199,0.00014,6.8e-05
