id,timestamp,note,primaryFreq,spectralCentroid,rmsAcceleration,qFactor,dampingRatio,decayTime,freqRatio,noMotor,mag_20Hz,mag_40Hz,mag_60Hz,mag_80Hz,mag_100Hz,mag_120Hz,mag_140Hz,mag_160Hz,mag_180Hz,mag_200Hz,mag_220Hz,mag_240Hz,mag_260Hz,mag_280Hz,mag_300Hz,mag_320Hz,mag_340Hz,mag_360Hz,mag_380Hz,mag_400Hz,mag_420Hz,mag_440Hz,mag_460Hz,mag_480Hz,mag_500Hz,mag_520Hz,mag_540Hz,mag_560Hz,mag_580Hz,mag_600Hz,mag_620Hz,mag_640Hz,mag_660Hz,mag_680Hz,mag_700Hz,mag_720Hz,mag_740Hz,mag_760Hz,mag_780Hz,mag_800Hz,mag_820Hz,mag_840Hz,mag_860Hz,mag_880Hz,mag_900Hz,mag_920Hz,mag_940Hz,mag_960Hz,mag_980Hz,mag_1000Hz,mag_1020Hz,mag_1040Hz,mag_1060Hz,mag_1080Hz,mag_1100Hz,mag_1120Hz,mag_1140Hz,mag_1160Hz,mag_1180Hz,mag_1200Hz,mag_1220Hz,mag_1240Hz,mag_1260Hz,mag_1280Hz,mag_1300Hz,mag_1320Hz,mag_1340Hz,mag_1360Hz,mag_1380Hz,mag_1400Hz,mag_1420Hz,mag_1440Hz,mag_1460Hz,mag_1480Hz,mag_1500Hz,mag_1520Hz,mag_1540Hz,mag_1560Hz,mag_1580Hz,mag_1600Hz,mag_1620Hz,mag_1640Hz,mag_1660Hz,mag_1680Hz,mag_1700Hz,mag_1720Hz,mag_1740Hz,mag_1760Hz,mag_1780Hz,mag_1800Hz,mag_1820Hz,mag_1840Hz,mag_1860Hz,mag_1880Hz,mag_1900Hz,mag_1920Hz,mag_1940Hz,mag_1960Hz,mag_1980Hz,mag_2000Hz,mag_2020Hz,mag_2040Hz,mag_2060Hz,mag_2080Hz,mag_2100Hz,mag_2120Hz,mag_2140Hz,mag_2160Hz,mag_2180Hz,mag_2200Hz,mag_2220Hz,mag_2240Hz,mag_2260Hz,mag_2280Hz,mag_2300Hz,mag_2320Hz,mag_2340Hz,mag_2360Hz,mag_2380Hz,mag_2400Hz,mag_2420Hz,mag_2440Hz,mag_2460Hz,mag_2480Hz,mag_2500Hz,mag_2520Hz,mag_2540Hz,mag_2560Hz,mag_2580Hz,mag_2600Hz,mag_2620Hz,mag_2640Hz,mag_2660Hz,mag_2680Hz,mag_2700Hz,mag_2720Hz,mag_2740Hz,mag_2760Hz,mag_2780Hz,mag_2800Hz,mag_2820Hz,mag_2840Hz,mag_2860Hz,mag_2880Hz,mag_2900Hz,mag_2920Hz,mag_2940Hz,mag_2960Hz,mag_2980Hz,mag_3000Hz,mag_3020Hz,mag_3040Hz,mag_3060Hz,mag_3080Hz,mag_3100Hz,mag_3120Hz,mag_3140Hz,mag_3160Hz,mag_3180Hz,mag_3200Hz
m20260420214938,2026-04-20T21:49:38.929739,"0.50"" [8 -- no tape, motor running, 10 peaks]",380.0,594.3,0.5951,9.1,0.055,7.6,0.42,,0.080176,0.019965,0.02996,0.020557,0.021693,0.010785,0.03238,0.066197,0.036363,0.012468,0.025629,0.034034,0.028984,0.025422,0.016422,0.029187,0.048762,0.075181,0.108495,0.078755,0.038368,0.042123,0.047075,0.019736,0.029348,0.031729,0.035567,0.033028,0.026713,0.020728,0.025149,0.033875,0.031295,0.021329,0.025854,0.034894,0.037329,0.034907,0.017474,0.020342,0.018524,0.01539,0.014555,0.014564,0.016151,0.016594,0.015526,0.011591,0.01097,0.009887,0.008877,0.014792,0.017959,0.016588,0.008993,0.011551,0.0195,0.022149,0.020206,0.020312,0.022383,0.019729,0.02215,0.022117,0.017549,0.019455,0.023174,0.020277,0.018459,0.032105,0.027911,0.024627,0.038371,0.047548,0.036055,0.017449,0.013202,0.014317,0.011899,0.008026,0.009028,0.008109,0.012485,0.009337,0.005812,0.006388,0.00407,0.003575,0.004092,0.003272,0.005149,0.002807,0.005462,0.005075,0.006169,0.00862,0.00632,0.00933,0.0131,0.010704,0.011498,0.010796,0.00813,0.006535,0.006828,0.006647,0.005366,0.005049,0.004803,0.004089,0.004027,0.003861,0.003694,0.003177,0.002966,0.003298,0.003749,0.003798,0.004273,0.004305,0.003473,0.003035,0.003422,0.003729,0.004524,0.004291,0.00478,0.005048,0.004426,0.003711,0.003103,0.00237,0.002368,0.001707,0.001838,0.002441,0.002083,0.002524,0.002827,0.002442,0.002337,0.002435,0.002167,0.001852,0.001969,0.001696,0.001523,0.001251,0.00093,0.000669,0.000669,0.000568,0.000461,0.000443,0.000312,0.000299,0.000247,0.000163,0.000101,5.9e-05
m20260420221456,2026-04-20T22:14:56.895710,"1.00"" [1 -- no tape, motor running, 10 peaks]",260.0,610.7,0.6079,5.4,0.0934,6.6,1.23,,0.090844,0.029351,0.035585,0.025756,0.064104,0.08399,0.055605,0.053651,0.063826,0.057372,0.103375,0.158103,0.172239,0.090283,0.098613,0.126513,0.100384,0.094439,0.094411,0.05378,0.033307,0.036012,0.045812,0.055214,0.042715,0.038306,0.050524,0.054259,0.056023,0.076575,0.086259,0.076545,0.078319,0.077843,0.069116,0.061606,0.059051,0.054999,0.045238,0.041179,0.035735,0.034957,0.035305,0.035834,0.03634,0.03859,0.037524,0.038748,0.033583,0.037166,0.031789,0.025556,0.030743,0.031015,0.020722,0.022071,0.026609,0.028568,0.031586,0.027817,0.032092,0.041597,0.046093,0.044435,0.032984,0.032449,0.030339,0.032006,0.035356,0.03638,0.036094,0.032917,0.028918,0.027603,0.027822,0.029913,0.035713,0.034369,0.02694,0.024871,0.032423,0.031193,0.027644,0.0221,0.018865,0.017865,0.015591,0.012096,0.012358,0.013804,0.018055,0.019214,0.018566,0.019333,0.018676,0.02476,0.029946,0.028337,0.031623,0.032551,0.028114,0.021301,0.019906,0.019236,0.018726,0.02111,0.018375,0.015882,0.015355,0.014412,0.01258,0.01643,0.017761,0.012245,0.012093,0.014898,0.015296,0.015054,0.012831,0.013258,0.013316,0.012026,0.010505,0.010075,0.010413,0.009483,0.008587,0.007838,0.006937,0.005724,0.005535,0.005668,0.006134,0.006884,0.006471,0.006222,0.006499,0.006217,0.005712,0.00604,0.006921,0.00651,0.005465,0.004758,0.004918,0.004609,0.004206,0.004135,0.003388,0.002708,0.002389,0.002063,0.001679,0.001322,0.001101,0.001014,0.000868,0.000685,0.000395,0.0002
m20260420221608,2026-04-20T22:16:08.826825,,20.0,763.8,0.5677,1.9,0.2598,30.6,20.0,,0.16419,0.029454,0.086569,0.039227,0.047527,0.054545,0.051579,0.053583,0.058677,0.059327,0.082037,0.11273,0.125141,0.092981,0.083378,0.061425,0.047489,0.052446,0.082528,0.101616,0.074374,0.045165,0.039672,0.040217,0.033754,0.03796,0.03709,0.038912,0.037904,0.035303,0.044104,0.063668,0.071931,0.07328,0.06687,0.047703,0.045119,0.046483,0.038686,0.036224,0.036177,0.039044,0.039936,0.041267,0.039285,0.033625,0.032049,0.039451,0.050927,0.044369,0.040898,0.043578,0.041114,0.040773,0.038888,0.047203,0.055242,0.05318,0.049727,0.048225,0.055929,0.055677,0.061421,0.045271,0.029169,0.032033,0.03928,0.04784,0.047635,0.057234,0.050174,0.044696,0.034302,0.033184,0.036621,0.033271,0.035319,0.042052,0.04089,0.039788,0.045155,0.045014,0.03293,0.023036,0.01934,0.016381,0.016334,0.018469,0.023006,0.024366,0.025524,0.024338,0.021917,0.022136,0.022905,0.02221,0.020148,0.017138,0.01508,0.015256,0.018308,0.019943,0.01666,0.014109,0.013417,0.012343,0.012982,0.022243,0.03297,0.03965,0.042857,0.041853,0.040385,0.039756,0.037065,0.033242,0.03018,0.026541,0.024073,0.022756,0.021347,0.019353,0.016813,0.015076,0.01355,0.012511,0.012025,0.01108,0.011082,0.011079,0.010599,0.010834,0.011544,0.011279,0.010217,0.009161,0.008804,0.008655,0.008155,0.007523,0.007153,0.007029,0.007007,0.00669,0.007206,0.007902,0.008564,0.007511,0.005459,0.004539,0.004077,0.003233,0.002555,0.002254,0.001942,0.001472,0.001124,0.000849,0.000506,0.000159
m20260420221701,2026-04-20T22:17:01.810924,,20.0,794.3,0.564,1.8,0.2727,29.2,3.0,,0.172422,0.046948,0.091496,0.036033,0.028672,0.029049,0.037518,0.047723,0.049307,0.065596,0.088635,0.088466,0.09213,0.126035,0.109954,0.051166,0.045936,0.075858,0.077501,0.056098,0.066542,0.053408,0.043647,0.052223,0.049982,0.042829,0.042284,0.041898,0.031531,0.038844,0.053453,0.065363,0.073742,0.072145,0.079563,0.066094,0.037107,0.044304,0.040841,0.0389,0.038735,0.037365,0.042648,0.048231,0.050859,0.045383,0.040683,0.049568,0.060827,0.059367,0.05405,0.040963,0.038714,0.043759,0.044895,0.045488,0.04767,0.048087,0.045153,0.050232,0.075293,0.066119,0.044999,0.045301,0.035638,0.03777,0.037903,0.043978,0.055074,0.065512,0.057434,0.045252,0.038966,0.035302,0.033623,0.033927,0.034816,0.036514,0.034768,0.033335,0.03295,0.033714,0.033931,0.032852,0.029247,0.026914,0.02349,0.023373,0.029027,0.033309,0.032371,0.032061,0.032512,0.030924,0.029283,0.025319,0.022939,0.021514,0.019888,0.021174,0.024955,0.022978,0.016916,0.01292,0.011126,0.011223,0.013864,0.017223,0.026347,0.039198,0.043162,0.039493,0.038785,0.038848,0.035025,0.030199,0.026044,0.021923,0.019357,0.019758,0.020044,0.018313,0.016747,0.016204,0.01555,0.014849,0.014477,0.014638,0.015294,0.015177,0.014735,0.015153,0.014584,0.013041,0.01171,0.010594,0.009919,0.008816,0.008501,0.008273,0.007856,0.007367,0.008248,0.010534,0.012104,0.011543,0.009998,0.008789,0.007468,0.006059,0.004801,0.00388,0.003661,0.003231,0.002462,0.001729,0.001214,0.000755,0.000457,0.000371
m20260420221724,2026-04-20T22:17:24.660697,,20.0,712.6,0.5723,1.8,0.2808,28.3,14.0,,0.170287,0.047258,0.098216,0.054586,0.046277,0.049744,0.061103,0.067307,0.068603,0.079385,0.101319,0.109312,0.106359,0.103214,0.096857,0.061712,0.056957,0.075328,0.092103,0.093015,0.080005,0.058953,0.05432,0.061283,0.058572,0.046621,0.039489,0.061447,0.057292,0.056591,0.068153,0.075975,0.078175,0.074877,0.048279,0.059217,0.061516,0.042279,0.048304,0.047513,0.041172,0.045753,0.055109,0.058051,0.056084,0.052616,0.049835,0.056136,0.065085,0.060869,0.056848,0.057665,0.053519,0.050049,0.049177,0.05392,0.056153,0.054224,0.04771,0.040083,0.054328,0.048162,0.039994,0.030222,0.031168,0.036531,0.048183,0.061153,0.055057,0.050887,0.050698,0.038987,0.034816,0.030777,0.030992,0.035902,0.036444,0.028867,0.023966,0.026243,0.026791,0.029145,0.029922,0.030323,0.030591,0.029761,0.026961,0.023213,0.022353,0.022396,0.022443,0.024243,0.025812,0.024813,0.025611,0.025515,0.022442,0.020884,0.018899,0.020625,0.021449,0.019185,0.015738,0.014209,0.014035,0.015489,0.01756,0.02036,0.025834,0.035107,0.039418,0.036673,0.035202,0.034903,0.031771,0.027246,0.0248,0.02239,0.019542,0.017025,0.015686,0.015978,0.016159,0.015423,0.015643,0.015355,0.015154,0.015702,0.015571,0.01502,0.014944,0.015604,0.015504,0.014561,0.012961,0.012276,0.012102,0.011739,0.011241,0.010664,0.009998,0.009725,0.010509,0.010383,0.009491,0.009344,0.009486,0.008942,0.006756,0.0051,0.004534,0.004008,0.003437,0.002834,0.002269,0.001581,0.000876,0.000556,0.000442,0.000356
m20260420221948,2026-04-20T22:19:48.320559,"1.00"" [noise issue fixed]",20.0,806.6,0.5259,1.8,0.2746,29.0,11.0,,0.1547,0.043011,0.071773,0.027321,0.025809,0.025862,0.037913,0.037566,0.038515,0.059055,0.088739,0.080059,0.112636,0.129245,0.065007,0.032279,0.034947,0.047726,0.035286,0.049323,0.051762,0.037885,0.031469,0.053701,0.056855,0.046376,0.039132,0.033688,0.029582,0.033282,0.04139,0.060206,0.078824,0.071942,0.064505,0.054907,0.041781,0.042689,0.040735,0.038744,0.037512,0.037391,0.039196,0.045311,0.046882,0.04612,0.049095,0.058785,0.065169,0.057679,0.048406,0.037811,0.032821,0.029288,0.03023,0.034675,0.038778,0.047013,0.055113,0.061663,0.060031,0.055003,0.048022,0.050635,0.037119,0.027609,0.024238,0.033459,0.053536,0.050652,0.037191,0.031803,0.028229,0.028375,0.029399,0.030911,0.036763,0.036152,0.028372,0.022122,0.020142,0.020417,0.019795,0.02328,0.026961,0.025237,0.025624,0.023858,0.020858,0.019965,0.021716,0.025147,0.028516,0.030757,0.031955,0.03107,0.029251,0.026307,0.022523,0.021706,0.025703,0.027559,0.01908,0.010842,0.01256,0.015581,0.018401,0.022822,0.02653,0.029105,0.035351,0.038018,0.035251,0.033649,0.031556,0.028655,0.025924,0.023572,0.020531,0.017517,0.01591,0.014709,0.013073,0.011558,0.01023,0.009668,0.009764,0.01016,0.011376,0.013325,0.013678,0.013061,0.012655,0.012861,0.011894,0.010724,0.010169,0.009658,0.009117,0.009151,0.008882,0.008007,0.007542,0.007986,0.00877,0.009959,0.009598,0.008108,0.00689,0.006546,0.006063,0.005003,0.004114,0.003442,0.002802,0.002292,0.001823,0.001399,0.001171,0.001061
m20260421115831,2026-04-21T11:58:31.703084,dry run,100.0,115.4,0.2911,1.3,0.3924,4.1,1.8,,0.118442,0.110916,0.125431,0.161763,0.173277,0.121957,0.059356,0.060267,0.064609,0.058869,0.046999,0.037138,0.029656,0.032412,0.030747,0.026053,0.027819,0.029538,0.024588,0.020483,0.01565,0.017805,0.013831,0.014127,0.013692,0.013123,0.012988,0.011236,0.012446,0.011501,0.010364,0.008512,0.010301,0.008713,0.00712,0.006809,0.006669,0.006653,0.006682,0.006575,0.006464,0.004505,0.003736,0.003901,0.004524,0.005342,0.004379,0.004281,0.003673,0.003658,0.003326,0.00345,0.003041,0.00225,0.00282,0.002924,0.002516,0.002563,0.00248,0.002775,0.002883,0.002527,0.002852,0.002646,0.002882,0.002339,0.001894,0.00228,0.002591,0.00211,0.002063,0.002135,0.002141,0.002151,0.001821,0.002085,0.001985,0.001634,0.002139,0.001969,0.001849,0.001607,0.001498,0.001546,0.001533,0.001735,0.001672,0.001318,0.001367,0.001475,0.001542,0.001347,0.00112,0.001278,0.001336,0.001365,0.001277,0.001343,0.001193,0.001031,0.000967,0.001114,0.000925,0.001148,0.001106,0.001071,0.001146,0.001211,0.000984,0.000927,0.000844,0.001008,0.000966,0.000864,0.000799,0.000842,0.00084,0.000735,0.000667,0.000695,0.000641,0.000591,0.000569,0.000595,0.000683,0.000677,0.000639,0.000618,0.00063,0.000541,0.000409,0.000456,0.000504,0.000477,0.000455,0.000433,0.000422,0.000377,0.000366,0.000331,0.000331,0.00035,0.000335,0.000308,0.000309,0.000232,0.000219,0.000246,0.000174,0.000136,0.000127,0.000137,0.00014,0.000103,7.9e-05,7.8e-05,6.6e-05,5.2e-05,3.2e-05,2e-05
m20260421120048,2026-04-21T12:00:48.100118,CS disconnect,20.0,38.7,0.2192,1.8,0.28,28.4,8.0,,0.18249,0.063577,0.017035,0.013835,0.009086,0.021694,0.014972,0.016174,0.011763,0.010558,0.009665,0.013804,0.009543,0.011288,0.005876,0.006962,0.005139,0.009311,0.005805,0.008016,0.005852,0.009529,0.003919,0.005089,0.010035,0.004769,0.008763,0.008405,0.006067,0.005134,0.004766,0.001937,0.001542,0.004718,0.003107,0.003159,0.001915,0.002817,0.002608,0.002609,0.0031,0.00374,0.003987,0.002932,0.002963,0.00336,0.001932,0.00288,0.001902,0.001562,0.002395,0.002568,0.003042,0.003478,0.004003,0.002923,0.002349,0.003236,0.003088,0.00212,0.003234,0.002703,0.001477,0.002183,0.001894,0.001988,0.001319,0.001523,0.000724,0.002253,0.002366,0.001592,0.003081,0.002532,0.001216,0.001633,0.001978,0.001597,0.001506,0.002098,0.002581,0.00158,0.00144,0.002297,0.001835,0.0022,0.0017,0.002724,0.002203,0.001046,0.001463,0.002055,0.001697,0.001222,0.000841,0.001336,0.001907,0.001339,0.001038,0.001248,0.000878,0.000609,0.000478,0.000772,0.00073,0.001114,0.001195,0.001411,0.001257,0.001226,0.000681,0.000734,0.000855,0.001153,0.001344,0.001155,0.001443,0.001249,0.000647,0.000673,0.001059,0.000857,0.000717,0.000497,0.000612,0.000507,0.000502,0.000601,0.000697,0.000726,0.00036,0.000678,0.000817,0.000804,0.00062,0.000408,0.000369,0.00057,0.000423,0.000243,0.000454,0.000401,0.000283,0.000319,0.000235,0.000336,0.000332,0.000231,0.000207,0.000303,0.000191,0.000355,0.000249,0.000168,0.000164,0.00018,0.000151,0.000108,0.000103,0.000116
m20260421120214,2026-04-21T12:02:14.410775,ADR disconnect,20.0,1090.2,0.475,0.6,0.8074,9.9,4.0,,0.19388,0.152754,0.129942,0.165513,0.074752,0.15467,0.141102,0.171243,0.186821,0.164579,0.140965,0.148775,0.128919,0.100021,0.136482,0.10477,0.111884,0.133799,0.097041,0.106306,0.109646,0.082333,0.102497,0.090533,0.065491,0.082654,0.063601,0.061695,0.075326,0.085487,0.088278,0.091444,0.089237,0.085345,0.076724,0.058528,0.04585,0.050581,0.043965,0.058127,0.063994,0.070485,0.079465,0.070475,0.061528,0.054373,0.046465,0.047163,0.047182,0.054329,0.060642,0.06022,0.06268,0.058468,0.052131,0.046067,0.040693,0.038675,0.039137,0.041949,0.052077,0.061033,0.067681,0.07018,0.063925,0.056924,0.047093,0.038055,0.034899,0.036924,0.043338,0.051118,0.058959,0.063085,0.061121,0.054857,0.048585,0.042556,0.036686,0.033114,0.037556,0.045066,0.049782,0.057943,0.0595,0.058338,0.055114,0.047645,0.040277,0.032748,0.031716,0.038873,0.04444,0.051299,0.055149,0.058193,0.057608,0.050966,0.045224,0.036231,0.030216,0.03378,0.038086,0.044375,0.050495,0.055379,0.056965,0.054166,0.048758,0.041092,0.032843,0.030942,0.034366,0.040754,0.046793,0.052044,0.056088,0.05563,0.051458,0.044622,0.036776,0.031625,0.0301,0.035032,0.042435,0.050382,0.056204,0.058403,0.056855,0.051643,0.044661,0.037502,0.032348,0.031719,0.036538,0.044129,0.050955,0.055188,0.056505,0.054251,0.0497,0.043447,0.036993,0.032945,0.03406,0.039839,0.04726,0.053141,0.056176,0.056176,0.053329,0.048009,0.041513,0.035828,0.034128,0.037593,0.043718,0.049563,0.05341,0.054717
m20260421132809,2026-04-21T13:28:09.928912,"0.25"" [1]",40.0,1346.3,3.6004,0.6,0.901,4.4,3.5,,0.629909,0.768746,0.623435,0.517418,0.490055,0.536469,0.66105,0.595778,0.544216,0.519298,0.535234,0.539555,0.510148,0.485195,0.521993,0.543658,0.517696,0.47458,0.59152,0.614935,0.528077,0.5384,0.522361,0.468462,0.528489,0.532698,0.502923,0.523339,0.457606,0.499482,0.522585,0.471077,0.406134,0.425739,0.449965,0.513786,0.418018,0.328911,0.357983,0.43096,0.409165,0.527106,0.525911,0.434296,0.47128,0.470993,0.44408,0.429271,0.422011,0.404948,0.382407,0.512579,0.594299,0.466895,0.425745,0.470943,0.426721,0.394655,0.466874,0.428005,0.387611,0.427397,0.485626,0.503093,0.426333,0.466912,0.468862,0.42911,0.4063,0.416872,0.45034,0.460917,0.400004,0.409345,0.429947,0.466997,0.406217,0.447804,0.41059,0.398124,0.381851,0.385746,0.447559,0.448732,0.361706,0.335767,0.3503,0.488302,0.498891,0.397281,0.443417,0.387269,0.401222,0.401637,0.346031,0.388661,0.41057,0.446804,0.463762,0.384277,0.364085,0.417,0.400059,0.456114,0.408276,0.380796,0.357384,0.392183,0.383757,0.400986,0.36611,0.317312,0.398908,0.4096,0.360816,0.34791,0.393493,0.369402,0.366586,0.410922,0.432689,0.379674,0.378684,0.314506,0.366595,0.395638,0.383365,0.319713,0.361055,0.433519,0.443852,0.360009,0.361791,0.352683,0.352944,0.387864,0.393262,0.413365,0.40335,0.351929,0.325479,0.380675,0.351444,0.373739,0.348165,0.32465,0.38887,0.417317,0.343892,0.292229,0.394379,0.340647,0.28822,0.310585,0.313714,0.31406,0.415235,0.433823,0.310968,0.260032
m20260421133208,2026-04-21T13:32:08.294320,"0.25"" [1]",40.0,595.4,0.363,0.9,0.5348,7.4,12.0,,0.138909,0.174584,0.082657,0.0494,0.031506,0.031365,0.02659,0.021804,0.02484,0.042805,0.036926,0.02467,0.024134,0.024607,0.02053,0.029727,0.03614,0.017029,0.013457,0.010851,0.015006,0.045011,0.06342,0.058034,0.039805,0.028168,0.023739,0.023577,0.023987,0.020117,0.017831,0.013549,0.014282,0.013453,0.012986,0.015602,0.015001,0.017586,0.019449,0.014565,0.014415,0.013607,0.014683,0.015214,0.014814,0.011852,0.013266,0.012638,0.013709,0.013137,0.012266,0.012627,0.014513,0.016061,0.015394,0.017806,0.020875,0.024301,0.023586,0.023286,0.023988,0.023603,0.023772,0.02309,0.025383,0.031856,0.037991,0.032922,0.032435,0.028163,0.026747,0.025061,0.027099,0.022595,0.013671,0.009685,0.011975,0.011061,0.01235,0.012886,0.012744,0.014034,0.014598,0.013456,0.012718,0.012274,0.011072,0.011386,0.011095,0.011389,0.013229,0.012913,0.013224,0.01404,0.014664,0.014248,0.01355,0.014542,0.01621,0.016618,0.015441,0.014934,0.013591,0.015657,0.016736,0.015181,0.018212,0.017887,0.01476,0.013865,0.012293,0.011144,0.011065,0.010344,0.009533,0.008598,0.008013,0.008686,0.008819,0.008778,0.009865,0.009757,0.008647,0.007954,0.007299,0.006554,0.005996,0.005848,0.00558,0.004863,0.004468,0.004229,0.003807,0.003818,0.00384,0.003089,0.002899,0.003631,0.004069,0.003602,0.004168,0.004278,0.003704,0.003508,0.003241,0.002767,0.002291,0.001985,0.002134,0.002092,0.001973,0.001756,0.001411,0.001153,0.000907,0.000644,0.000454,0.000285,0.000166,8.7e-05
m20260421140149,2026-04-21T14:01:49.412532,"0.25"" [1]",40.0,758.2,0.3328,0.6,0.8326,4.8,8.5,,0.048714,0.077784,0.063047,0.049245,0.048689,0.054039,0.055209,0.042827,0.031472,0.051926,0.060258,0.04031,0.026503,0.038041,0.028469,0.036636,0.073529,0.0637,0.03513,0.031839,0.02502,0.024334,0.04496,0.0562,0.029104,0.012449,0.013071,0.012111,0.012525,0.011901,0.0107,0.011907,0.011249,0.011344,0.012759,0.015326,0.016007,0.018199,0.021284,0.017927,0.015594,0.015852,0.012853,0.013862,0.013872,0.014122,0.012832,0.012534,0.011672,0.011881,0.012923,0.012855,0.01325,0.015847,0.017514,0.018234,0.021191,0.025402,0.026785,0.026361,0.027313,0.026323,0.025756,0.025746,0.027455,0.029254,0.034118,0.041491,0.038654,0.026723,0.021644,0.020872,0.0178,0.016672,0.016753,0.015362,0.013119,0.012499,0.010595,0.010016,0.010657,0.01121,0.012172,0.012064,0.010761,0.009847,0.009619,0.010437,0.011233,0.011475,0.01241,0.013084,0.012617,0.011884,0.012148,0.012323,0.01207,0.012784,0.012973,0.012544,0.01083,0.011245,0.012025,0.012259,0.014438,0.0183,0.018879,0.016486,0.015958,0.015946,0.014924,0.012387,0.01068,0.010024,0.009484,0.00854,0.007531,0.007424,0.007153,0.007283,0.008322,0.008575,0.008379,0.008418,0.008114,0.007948,0.008095,0.008185,0.007774,0.007488,0.007311,0.006781,0.00588,0.004822,0.004544,0.00467,0.00453,0.004112,0.004118,0.00434,0.004617,0.004572,0.004473,0.004201,0.003753,0.003337,0.002747,0.002314,0.00216,0.002003,0.001754,0.001372,0.001103,0.000983,0.000894,0.000682,0.000483,0.000361,0.000232,0.000124
m20260421140338,2026-04-21T14:03:38.623192,"0.25"" [2]",40.0,801.4,0.324,0.8,0.6328,6.3,12.0,,0.052489,0.088197,0.066715,0.057657,0.062416,0.052315,0.051025,0.040551,0.037141,0.053464,0.05626,0.033964,0.0253,0.037677,0.030309,0.029,0.056837,0.053508,0.037174,0.033894,0.030622,0.029219,0.05301,0.063233,0.032818,0.0137,0.014636,0.013231,0.012337,0.011018,0.011147,0.012715,0.009081,0.010375,0.010851,0.011208,0.012672,0.017224,0.021094,0.022475,0.017461,0.015558,0.016059,0.015837,0.016367,0.017364,0.016609,0.01381,0.012226,0.011164,0.01259,0.01275,0.013095,0.011759,0.01187,0.012498,0.015884,0.021011,0.022379,0.021797,0.022996,0.023807,0.023241,0.02315,0.024143,0.022049,0.025905,0.045938,0.043355,0.029849,0.022467,0.025159,0.022849,0.017716,0.017906,0.016082,0.014678,0.014602,0.015108,0.016998,0.017212,0.018509,0.019395,0.019689,0.019022,0.018532,0.01789,0.017829,0.017077,0.016626,0.016554,0.016136,0.014979,0.013968,0.012953,0.011726,0.011733,0.011225,0.010799,0.010653,0.01069,0.010851,0.012388,0.016412,0.020562,0.022413,0.02361,0.0226,0.021154,0.019681,0.017966,0.014549,0.011809,0.010694,0.009599,0.008476,0.006885,0.005928,0.006059,0.007169,0.008409,0.008972,0.009156,0.009184,0.009724,0.010298,0.01021,0.010059,0.010282,0.010668,0.010434,0.009791,0.008728,0.007588,0.00701,0.006559,0.006228,0.006207,0.005832,0.005224,0.004433,0.004059,0.003725,0.003341,0.003032,0.002659,0.002154,0.001888,0.001824,0.001804,0.001751,0.00162,0.00154,0.001443,0.001277,0.00105,0.000818,0.000617,0.000426,0.000328
m20260421140622,2026-04-21T14:06:22.233031,"0.25"" [3]",80.0,678.1,0.3246,1.8,0.2768,7.2,6.0,,0.045625,0.0568,0.091209,0.110643,0.051394,0.034574,0.045533,0.030121,0.031534,0.038518,0.037752,0.028505,0.026012,0.024338,0.015306,0.014584,0.026582,0.032743,0.019318,0.032529,0.040259,0.026316,0.029738,0.048073,0.034498,0.022869,0.017284,0.015491,0.011854,0.009311,0.009911,0.012591,0.01187,0.014897,0.017572,0.016108,0.01523,0.020946,0.025191,0.021924,0.016418,0.013573,0.013708,0.011185,0.011611,0.012948,0.011711,0.010748,0.012423,0.013689,0.012029,0.011738,0.013275,0.014221,0.016195,0.018085,0.018399,0.020455,0.022559,0.021561,0.019682,0.019824,0.020242,0.020083,0.018237,0.021539,0.029688,0.038338,0.040186,0.028253,0.020867,0.024131,0.020797,0.020717,0.016647,0.015011,0.013554,0.012276,0.010429,0.009843,0.010981,0.011932,0.013137,0.014348,0.014045,0.013501,0.012302,0.011219,0.01036,0.010303,0.010511,0.011376,0.010803,0.009547,0.009351,0.009479,0.00913,0.008986,0.01069,0.012269,0.012627,0.011609,0.009984,0.009643,0.009973,0.012819,0.014158,0.012869,0.012679,0.012888,0.011857,0.010758,0.010292,0.009634,0.008644,0.008202,0.008164,0.008307,0.008255,0.008229,0.008375,0.008707,0.008932,0.008695,0.008255,0.007925,0.007937,0.008367,0.008677,0.008624,0.008457,0.007766,0.006786,0.005969,0.005198,0.004659,0.004571,0.004609,0.004712,0.004512,0.004729,0.004729,0.004478,0.004231,0.003775,0.003384,0.003065,0.002911,0.002592,0.002271,0.001948,0.001644,0.001447,0.001278,0.001112,0.000912,0.000664,0.000426,0.000243,0.000117
